HMSL Small Mol HMS LINCS ID,HMSL Small Mol Name,Gene ID,Binding Class,HUGO Gene Symbol
10045-101,A443654,91,10,ACVR1B
10047-101,Pictilisib,91,10,ACVR1B
10047-999,Pictilisib,91,10,ACVR1B
10048-101,PD184352,91,10,ACVR1B
10048-999,PD184352,91,10,ACVR1B
10049-101,PLX-4720,91,10,ACVR1B
10049-999,PLX-4720,91,10,ACVR1B
10050-101,AZ-628,91,10,ACVR1B
10051-104,Lapatinib,91,10,ACVR1B
10051-999,Lapatinib,91,10,ACVR1B
10053-101,ZSTK474,91,10,ACVR1B
10056-101,Selumetinib,91,10,ACVR1B
10056-999,Selumetinib,91,10,ACVR1B
10058-101,CG-930,91,10,ACVR1B
10059-101,AZD-6482,91,10,ACVR1B
10061-101,NU7441,91,10,ACVR1B
10064-101,WYE-125132,91,10,ACVR1B
10066-101,MLN8054,91,10,ACVR1B
10066-999,MLN8054,91,10,ACVR1B
10067-101,Barasertib,91,10,ACVR1B
10067-999,Barasertib,91,10,ACVR1B
10068-101,Vemurafenib,91,10,ACVR1B
10069-101,Enzastaurin,91,10,ACVR1B
10069-999,Enzastaurin,91,10,ACVR1B
10070-101,NPK76-II-72-1,91,10,ACVR1B
10071-101,Palbociclib,91,10,ACVR1B
10071-102,Palbociclib,91,10,ACVR1B
10073-101,PHA-793887,91,10,ACVR1B
10075-101,QL-X-138,91,10,ACVR1B
10076-101,QL-XI-92,91,10,ACVR1B
10080-101,Torin2,91,10,ACVR1B
10082-101,WZ-4-145,91,10,ACVR1B
10083-101,WZ-7043,91,10,ACVR1B
10084-101,WZ3105,91,10,ACVR1B
10085-101,WZ4002,91,10,ACVR1B
10086-101,XMD11-50,91,10,ACVR1B
10087-101,XMD11-85h,91,10,ACVR1B
10089-101,XMD14-99,91,10,ACVR1B
10090-101,XMD15-27,91,10,ACVR1B
10092-101,JWE-035,91,10,ACVR1B
10093-101,XMD8-85,91,10,ACVR1B
10094-101,XMD8-92,91,10,ACVR1B
10095-101,ZG-10,91,10,ACVR1B
10096-101,ZM-447439,91,10,ACVR1B
10097-101,Erlotinib,91,10,ACVR1B
10097-102,Erlotinib,91,10,ACVR1B
10097-999,Erlotinib,91,10,ACVR1B
10098-101,Gefitinib,91,10,ACVR1B
10098-999,Gefitinib,91,10,ACVR1B
10099-101,Nilotinib,91,10,ACVR1B
10099-999,Nilotinib,91,10,ACVR1B
10100-101,JNK-9L,91,10,ACVR1B
10101-101,PD0325901,91,10,ACVR1B
10103-101,Staurosporine,91,2,ACVR1B
10103-999,Staurosporine,91,2,ACVR1B
10104-101,RO-3306,91,10,ACVR1B
10105-101,MPS-1-IN-1,91,10,ACVR1B
10106-101,XMD-12,91,10,ACVR1B
10114-101,Pazopanib,91,10,ACVR1B
10114-102,Pazopanib,91,10,ACVR1B
10114-999,Pazopanib,91,10,ACVR1B
10115-102,LDN-193189,91,3,ACVR1B
10120-102,Canertinib,91,10,ACVR1B
10120-999,Canertinib,91,10,ACVR1B
10123-101,SGX523,91,10,ACVR1B
10123-999,SGX523,91,10,ACVR1B
10125-101,PHA-665752,91,10,ACVR1B
10125-999,PHA-665752,91,10,ACVR1B
10126-101,PI103,91,10,ACVR1B
10126-102,PI103,91,10,ACVR1B
10126-999,PI103,91,10,ACVR1B
10128-101,GSK 690693,91,10,ACVR1B
10128-999,GSK 690693,91,10,ACVR1B
10129-101,Ibrutinib,91,10,ACVR1B
10130-101,Masitinib,91,10,ACVR1B
10130-999,Masitinib,91,10,ACVR1B
10132-101,SNS-032,91,10,ACVR1B
10132-999,SNS-032,91,10,ACVR1B
10133-101,Afatinib,91,10,ACVR1B
10133-999,Afatinib,91,10,ACVR1B
10138-101,Ruxolitinib,91,10,ACVR1B
10138-105,Ruxolitinib,91,10,ACVR1B
10138-999,Ruxolitinib,91,10,ACVR1B
10141-101,Fedratinib,91,3,ACVR1B
10141-999,Fedratinib,91,3,ACVR1B
10146-101,Omipalisib,91,10,ACVR1B
10151-101,Nintedanib,91,3,ACVR1B
10151-999,Nintedanib,91,3,ACVR1B
10157-101,Foretinib,91,10,ACVR1B
10157-999,Foretinib,91,10,ACVR1B
10159-101,Pelitinib,91,10,ACVR1B
10162-101,SP600125,91,10,ACVR1B
10167-101,SB 203580,91,3,ACVR1B
10167-999,SB 203580,91,3,ACVR1B
10168-101,VX-745,91,10,ACVR1B
10168-999,VX-745,91,10,ACVR1B
10169-101,Doramapimod,91,10,ACVR1B
10169-999,Doramapimod,91,10,ACVR1B
10171-101,TGX221,91,10,ACVR1B
10175-101,Sunitinib,91,10,ACVR1B
10175-106,Sunitinib,91,10,ACVR1B
10175-999,Sunitinib,91,10,ACVR1B
10177-101,Brivanib,91,10,ACVR1B
10177-999,Brivanib,91,10,ACVR1B
10181-101,GDC-0879,91,3,ACVR1B
10181-999,GDC-0879,91,3,ACVR1B
10182-101,Linifanib,91,10,ACVR1B
10182-999,Linifanib,91,10,ACVR1B
10189-101,Bosutinib,91,10,ACVR1B
10189-999,Bosutinib,91,10,ACVR1B
10192-101,KW2449,91,10,ACVR1B
10192-999,KW2449,91,10,ACVR1B
10198-101,Vandetanib,91,10,ACVR1B
10198-999,Vandetanib,91,10,ACVR1B
10206-101,RAF 265,91,10,ACVR1B
10206-999,RAF 265,91,10,ACVR1B
10208-101,JNK-IN-5A,91,10,ACVR1B
10209-101,BMS-536924,91,10,ACVR1B
10212-101,KIN001-021,91,10,ACVR1B
10213-101,KIN001-111,91,10,ACVR1B
10214-101,KIN001-123,91,10,ACVR1B
10220-101,PKC412,91,10,ACVR1B
10220-999,PKC412,91,10,ACVR1B
10223-101,AG1478,91,10,ACVR1B
10226-101,Tofacitinib,91,10,ACVR1B
10226-108,Tofacitinib,91,10,ACVR1B
10226-999,Tofacitinib,91,10,ACVR1B
10229-101,KU63794,91,10,ACVR1B
10230-101,Lestaurtinib,91,1,ACVR1B
10230-999,Lestaurtinib,91,1,ACVR1B
10232-101,Dactolisib,91,10,ACVR1B
10233-101,Alpelisib,91,10,ACVR1B
10255-101,GSK1838705A,91,10,ACVR1B
10255-999,GSK1838705A,91,10,ACVR1B
10286-102,BS-181,91,10,ACVR1B
10287-101,Dinaciclib,91,10,ACVR1B
10289-101,AZD4547,91,10,ACVR1B
10341-101,HG-14-8-02,91,10,ACVR1B
10342-101,HG-14-10-04,91,10,ACVR1B
10350-101,(s)-CR8,91,10,ACVR1B
10354-101,Baricitinib,91,10,ACVR1B
10355-101,CGP74514A,91,10,ACVR1B
10356-101,5z-7-oxozeaenol,91,10,ACVR1B
10364-101,MRT67307,91,10,ACVR1B
10399-102,Dorsomorphin,91,10,ACVR1B
10401-101,GW2580,91,10,ACVR1B
10441-101,SB202190,91,2,ACVR1B
10443-101,Axitinib,91,10,ACVR1B
10444-101,Cediranib,91,3,ACVR1B
10445-101,Taselisib,91,10,ACVR1B
10447-101,EW-7197,91,1,ACVR1B
10001-101,Seliciclib,92,10,ACVR2A
10002-101,ALW-II-38-3,92,10,ACVR2A
10003-101,ALW-II-49-7,92,10,ACVR2A
10004-101,AT-7519,92,10,ACVR2A
10004-102,AT-7519,92,10,ACVR2A
10004-999,AT-7519,92,10,ACVR2A
10008-101,Sorafenib,92,10,ACVR2A
10008-104,Sorafenib,92,10,ACVR2A
10008-999,Sorafenib,92,10,ACVR2A
10010-101,CP724714,92,10,ACVR2A
10011-101,Alvocidib,92,3,ACVR2A
10011-999,Alvocidib,92,3,ACVR2A
10012-101,GSK429286A,92,10,ACVR2A
10013-101,GSK461364,92,10,ACVR2A
10013-999,GSK461364,92,10,ACVR2A
10014-101,GW843682X,92,10,ACVR2A
10015-101,HG-5-113-01,92,10,ACVR2A
10016-101,HG-5-88-01,92,10,ACVR2A
10017-101,HG-6-64-01,92,10,ACVR2A
10018-101,Neratinib,92,10,ACVR2A
10018-999,Neratinib,92,10,ACVR2A
10019-101,JW-7-24-1,92,10,ACVR2A
10020-101,Dasatinib,92,2,ACVR2A
10020-999,Dasatinib,92,2,ACVR2A
10021-101,Tozasertib,92,10,ACVR2A
10021-999,Tozasertib,92,10,ACVR2A
10023-103,Imatinib,92,10,ACVR2A
10023-999,Imatinib,92,10,ACVR2A
10024-101,NVP-TAE684,92,3,ACVR2A
10024-999,NVP-TAE684,92,3,ACVR2A
10025-101,CGP60474,92,10,ACVR2A
10026-101,PD173074,92,10,ACVR2A
10027-101,Crizotinib,92,10,ACVR2A
10027-999,Crizotinib,92,10,ACVR2A
10028-102,BMS345541,92,10,ACVR2A
10028-999,BMS345541,92,10,ACVR2A
10029-101,GW-5074,92,10,ACVR2A
10035-101,Sigma A6730,92,10,ACVR2A
10035-109,Sigma A6730,92,10,ACVR2A
10037-101,AC220,92,10,ACVR2A
10037-999,AC220,92,10,ACVR2A
10039-101,WH-4-025,92,10,ACVR2A
10040-101,R406,92,10,ACVR2A
10040-999,R406,92,10,ACVR2A
10041-101,BI-2536,92,10,ACVR2A
10041-999,BI-2536,92,10,ACVR2A
10042-101,Motesanib,92,10,ACVR2A
10042-999,Motesanib,92,10,ACVR2A
10043-101,KIN001-127,92,10,ACVR2A
10045-101,A443654,92,10,ACVR2A
10046-101,SB590885,92,10,ACVR2A
10047-101,Pictilisib,92,10,ACVR2A
10047-999,Pictilisib,92,10,ACVR2A
10048-101,PD184352,92,10,ACVR2A
10048-999,PD184352,92,10,ACVR2A
10049-101,PLX-4720,92,10,ACVR2A
10049-999,PLX-4720,92,10,ACVR2A
10050-101,AZ-628,92,10,ACVR2A
10051-104,Lapatinib,92,10,ACVR2A
10051-999,Lapatinib,92,10,ACVR2A
10053-101,ZSTK474,92,10,ACVR2A
10056-101,Selumetinib,92,10,ACVR2A
10056-999,Selumetinib,92,10,ACVR2A
10058-101,CG-930,92,10,ACVR2A
10059-101,AZD-6482,92,10,ACVR2A
10061-101,NU7441,92,10,ACVR2A
10064-101,WYE-125132,92,10,ACVR2A
10066-101,MLN8054,92,10,ACVR2A
10066-999,MLN8054,92,10,ACVR2A
10067-101,Barasertib,92,10,ACVR2A
10067-999,Barasertib,92,10,ACVR2A
10068-101,Vemurafenib,92,10,ACVR2A
10069-101,Enzastaurin,92,10,ACVR2A
10069-999,Enzastaurin,92,10,ACVR2A
10070-101,NPK76-II-72-1,92,10,ACVR2A
10071-101,Palbociclib,92,10,ACVR2A
10071-102,Palbociclib,92,10,ACVR2A
10073-101,PHA-793887,92,10,ACVR2A
10075-101,QL-X-138,92,10,ACVR2A
10076-101,QL-XI-92,92,10,ACVR2A
10080-101,Torin2,92,10,ACVR2A
10082-101,WZ-4-145,92,10,ACVR2A
10083-101,WZ-7043,92,10,ACVR2A
10084-101,WZ3105,92,10,ACVR2A
10085-101,WZ4002,92,10,ACVR2A
10086-101,XMD11-50,92,10,ACVR2A
10087-101,XMD11-85h,92,10,ACVR2A
10088-101,XMD13-2,92,10,ACVR2A
10089-101,XMD14-99,92,10,ACVR2A
10090-101,XMD15-27,92,10,ACVR2A
10093-101,XMD8-85,92,10,ACVR2A
10094-101,XMD8-92,92,10,ACVR2A
10096-101,ZM-447439,92,10,ACVR2A
10097-101,Erlotinib,92,10,ACVR2A
10097-102,Erlotinib,92,10,ACVR2A
10097-999,Erlotinib,92,10,ACVR2A
10098-101,Gefitinib,92,10,ACVR2A
10098-999,Gefitinib,92,10,ACVR2A
10099-101,Nilotinib,92,10,ACVR2A
10099-999,Nilotinib,92,10,ACVR2A
10101-101,PD0325901,92,10,ACVR2A
10103-101,Staurosporine,92,3,ACVR2A
10103-999,Staurosporine,92,3,ACVR2A
10104-101,RO-3306,92,10,ACVR2A
10105-101,MPS-1-IN-1,92,10,ACVR2A
10106-101,XMD-12,92,10,ACVR2A
10114-101,Pazopanib,92,10,ACVR2A
10114-102,Pazopanib,92,10,ACVR2A
10114-999,Pazopanib,92,10,ACVR2A
10120-102,Canertinib,92,10,ACVR2A
10120-999,Canertinib,92,10,ACVR2A
10123-101,SGX523,92,10,ACVR2A
10123-999,SGX523,92,10,ACVR2A
10125-101,PHA-665752,92,10,ACVR2A
10125-999,PHA-665752,92,10,ACVR2A
10126-101,PI103,92,10,ACVR2A
10126-102,PI103,92,10,ACVR2A
10126-999,PI103,92,10,ACVR2A
10128-101,GSK 690693,92,10,ACVR2A
10128-999,GSK 690693,92,10,ACVR2A
10129-101,Ibrutinib,92,10,ACVR2A
10130-101,Masitinib,92,10,ACVR2A
10130-999,Masitinib,92,10,ACVR2A
10132-101,SNS-032,92,10,ACVR2A
10132-999,SNS-032,92,10,ACVR2A
10133-101,Afatinib,92,10,ACVR2A
10133-999,Afatinib,92,10,ACVR2A
10138-101,Ruxolitinib,92,10,ACVR2A
10138-105,Ruxolitinib,92,10,ACVR2A
10138-999,Ruxolitinib,92,10,ACVR2A
10140-101,Momelotinib,92,10,ACVR2A
10140-114,Momelotinib,92,10,ACVR2A
10141-101,Fedratinib,92,10,ACVR2A
10141-999,Fedratinib,92,10,ACVR2A
10146-101,Omipalisib,92,10,ACVR2A
10151-101,Nintedanib,92,10,ACVR2A
10151-999,Nintedanib,92,10,ACVR2A
10157-101,Foretinib,92,10,ACVR2A
10157-999,Foretinib,92,10,ACVR2A
10159-101,Pelitinib,92,10,ACVR2A
10162-101,SP600125,92,10,ACVR2A
10167-101,SB 203580,92,10,ACVR2A
10167-999,SB 203580,92,10,ACVR2A
10168-101,VX-745,92,10,ACVR2A
10168-999,VX-745,92,10,ACVR2A
10169-101,Doramapimod,92,10,ACVR2A
10169-999,Doramapimod,92,10,ACVR2A
10171-101,TGX221,92,10,ACVR2A
10172-101,GSK1059615,92,10,ACVR2A
10175-101,Sunitinib,92,10,ACVR2A
10175-106,Sunitinib,92,10,ACVR2A
10175-999,Sunitinib,92,10,ACVR2A
10177-101,Brivanib,92,10,ACVR2A
10177-999,Brivanib,92,10,ACVR2A
10181-101,GDC-0879,92,10,ACVR2A
10181-999,GDC-0879,92,10,ACVR2A
10182-101,Linifanib,92,10,ACVR2A
10182-999,Linifanib,92,10,ACVR2A
10183-101,BGJ398,92,10,ACVR2A
10189-101,Bosutinib,92,10,ACVR2A
10189-999,Bosutinib,92,10,ACVR2A
10192-101,KW2449,92,2,ACVR2A
10192-999,KW2449,92,2,ACVR2A
10198-101,Vandetanib,92,10,ACVR2A
10198-999,Vandetanib,92,10,ACVR2A
10206-101,RAF 265,92,10,ACVR2A
10206-999,RAF 265,92,10,ACVR2A
10209-101,BMS-536924,92,10,ACVR2A
10212-101,KIN001-021,92,10,ACVR2A
10213-101,KIN001-111,92,10,ACVR2A
10214-101,KIN001-123,92,10,ACVR2A
10220-101,PKC412,92,10,ACVR2A
10220-999,PKC412,92,10,ACVR2A
10223-101,AG1478,92,10,ACVR2A
10226-101,Tofacitinib,92,10,ACVR2A
10226-108,Tofacitinib,92,10,ACVR2A
10226-999,Tofacitinib,92,10,ACVR2A
10229-101,KU63794,92,10,ACVR2A
10230-101,Lestaurtinib,92,3,ACVR2A
10230-999,Lestaurtinib,92,3,ACVR2A
10232-101,Dactolisib,92,10,ACVR2A
10233-101,Alpelisib,92,10,ACVR2A
10255-101,GSK1838705A,92,10,ACVR2A
10255-999,GSK1838705A,92,10,ACVR2A
10284-101,Dabrafenib,92,10,ACVR2A
10286-102,BS-181,92,10,ACVR2A
10287-101,Dinaciclib,92,10,ACVR2A
10289-101,AZD4547,92,10,ACVR2A
10337-102,OTSSP167,92,10,ACVR2A
10341-101,HG-14-8-02,92,10,ACVR2A
10342-101,HG-14-10-04,92,10,ACVR2A
10350-101,(s)-CR8,92,10,ACVR2A
10354-101,Baricitinib,92,10,ACVR2A
10355-101,CGP74514A,92,10,ACVR2A
10363-101,JNK-IN-8,92,10,ACVR2A
10364-101,MRT67307,92,10,ACVR2A
10401-101,GW2580,92,10,ACVR2A
10441-101,SB202190,92,10,ACVR2A
10443-101,Axitinib,92,10,ACVR2A
10444-101,Cediranib,92,10,ACVR2A
10445-101,Taselisib,92,10,ACVR2A
10001-101,Seliciclib,93,10,ACVR2B
10002-101,ALW-II-38-3,93,10,ACVR2B
10003-101,ALW-II-49-7,93,10,ACVR2B
10004-101,AT-7519,93,10,ACVR2B
10004-102,AT-7519,93,10,ACVR2B
10004-999,AT-7519,93,10,ACVR2B
10008-101,Sorafenib,93,10,ACVR2B
10008-104,Sorafenib,93,10,ACVR2B
10008-999,Sorafenib,93,10,ACVR2B
10010-101,CP724714,93,10,ACVR2B
10011-101,Alvocidib,93,3,ACVR2B
10011-999,Alvocidib,93,3,ACVR2B
10012-101,GSK429286A,93,10,ACVR2B
10013-101,GSK461364,93,10,ACVR2B
10013-999,GSK461364,93,10,ACVR2B
10015-101,HG-5-113-01,93,10,ACVR2B
10016-101,HG-5-88-01,93,10,ACVR2B
10018-101,Neratinib,93,10,ACVR2B
10018-999,Neratinib,93,10,ACVR2B
10019-101,JW-7-24-1,93,10,ACVR2B
10020-101,Dasatinib,93,2,ACVR2B
10020-999,Dasatinib,93,2,ACVR2B
10021-101,Tozasertib,93,10,ACVR2B
10021-999,Tozasertib,93,10,ACVR2B
10023-103,Imatinib,93,10,ACVR2B
10023-999,Imatinib,93,10,ACVR2B
10024-101,NVP-TAE684,93,3,ACVR2B
10024-999,NVP-TAE684,93,3,ACVR2B
10025-101,CGP60474,93,10,ACVR2B
10026-101,PD173074,93,10,ACVR2B
10027-101,Crizotinib,93,10,ACVR2B
10027-999,Crizotinib,93,10,ACVR2B
10028-102,BMS345541,93,10,ACVR2B
10028-999,BMS345541,93,10,ACVR2B
10029-101,GW-5074,93,10,ACVR2B
10035-101,Sigma A6730,93,10,ACVR2B
10035-109,Sigma A6730,93,10,ACVR2B
10037-101,AC220,93,10,ACVR2B
10037-999,AC220,93,10,ACVR2B
10039-101,WH-4-025,93,10,ACVR2B
10040-101,R406,93,10,ACVR2B
10040-999,R406,93,10,ACVR2B
10041-101,BI-2536,93,10,ACVR2B
10041-999,BI-2536,93,10,ACVR2B
10042-101,Motesanib,93,10,ACVR2B
10042-999,Motesanib,93,10,ACVR2B
10043-101,KIN001-127,93,10,ACVR2B
10045-101,A443654,93,10,ACVR2B
10046-101,SB590885,93,10,ACVR2B
10047-101,Pictilisib,93,10,ACVR2B
10047-999,Pictilisib,93,10,ACVR2B
10048-101,PD184352,93,10,ACVR2B
10048-999,PD184352,93,10,ACVR2B
10049-101,PLX-4720,93,3,ACVR2B
10049-999,PLX-4720,93,3,ACVR2B
10050-101,AZ-628,93,10,ACVR2B
10051-104,Lapatinib,93,10,ACVR2B
10051-999,Lapatinib,93,10,ACVR2B
10053-101,ZSTK474,93,10,ACVR2B
10056-101,Selumetinib,93,10,ACVR2B
10056-999,Selumetinib,93,10,ACVR2B
10058-101,CG-930,93,10,ACVR2B
10059-101,AZD-6482,93,10,ACVR2B
10061-101,NU7441,93,10,ACVR2B
10064-101,WYE-125132,93,10,ACVR2B
10066-101,MLN8054,93,10,ACVR2B
10066-999,MLN8054,93,10,ACVR2B
10067-101,Barasertib,93,10,ACVR2B
10067-999,Barasertib,93,10,ACVR2B
10069-101,Enzastaurin,93,10,ACVR2B
10069-999,Enzastaurin,93,10,ACVR2B
10070-101,NPK76-II-72-1,93,10,ACVR2B
10071-101,Palbociclib,93,10,ACVR2B
10071-102,Palbociclib,93,10,ACVR2B
10073-101,PHA-793887,93,10,ACVR2B
10076-101,QL-XI-92,93,10,ACVR2B
10080-101,Torin2,93,10,ACVR2B
10082-101,WZ-4-145,93,10,ACVR2B
10083-101,WZ-7043,93,10,ACVR2B
10084-101,WZ3105,93,10,ACVR2B
10085-101,WZ4002,93,10,ACVR2B
10086-101,XMD11-50,93,10,ACVR2B
10087-101,XMD11-85h,93,10,ACVR2B
10088-101,XMD13-2,93,10,ACVR2B
10089-101,XMD14-99,93,10,ACVR2B
10090-101,XMD15-27,93,10,ACVR2B
10093-101,XMD8-85,93,10,ACVR2B
10094-101,XMD8-92,93,10,ACVR2B
10095-101,ZG-10,93,10,ACVR2B
10096-101,ZM-447439,93,10,ACVR2B
10097-101,Erlotinib,93,10,ACVR2B
10097-102,Erlotinib,93,10,ACVR2B
10097-999,Erlotinib,93,10,ACVR2B
10098-101,Gefitinib,93,10,ACVR2B
10098-999,Gefitinib,93,10,ACVR2B
10099-101,Nilotinib,93,10,ACVR2B
10099-999,Nilotinib,93,10,ACVR2B
10103-101,Staurosporine,93,3,ACVR2B
10103-999,Staurosporine,93,3,ACVR2B
10105-101,MPS-1-IN-1,93,10,ACVR2B
10114-101,Pazopanib,93,3,ACVR2B
10114-102,Pazopanib,93,3,ACVR2B
10114-999,Pazopanib,93,3,ACVR2B
10120-102,Canertinib,93,10,ACVR2B
10120-999,Canertinib,93,10,ACVR2B
10123-101,SGX523,93,10,ACVR2B
10123-999,SGX523,93,10,ACVR2B
10125-101,PHA-665752,93,10,ACVR2B
10125-999,PHA-665752,93,10,ACVR2B
10126-101,PI103,93,10,ACVR2B
10126-102,PI103,93,10,ACVR2B
10126-999,PI103,93,10,ACVR2B
10128-101,GSK 690693,93,10,ACVR2B
10128-999,GSK 690693,93,10,ACVR2B
10129-101,Ibrutinib,93,10,ACVR2B
10130-101,Masitinib,93,10,ACVR2B
10130-999,Masitinib,93,10,ACVR2B
10132-101,SNS-032,93,10,ACVR2B
10132-999,SNS-032,93,10,ACVR2B
10133-101,Afatinib,93,10,ACVR2B
10133-999,Afatinib,93,10,ACVR2B
10138-101,Ruxolitinib,93,10,ACVR2B
10138-105,Ruxolitinib,93,10,ACVR2B
10138-999,Ruxolitinib,93,10,ACVR2B
10141-101,Fedratinib,93,10,ACVR2B
10141-999,Fedratinib,93,10,ACVR2B
10146-101,Omipalisib,93,10,ACVR2B
10151-101,Nintedanib,93,10,ACVR2B
10151-999,Nintedanib,93,10,ACVR2B
10157-101,Foretinib,93,10,ACVR2B
10157-999,Foretinib,93,10,ACVR2B
10159-101,Pelitinib,93,10,ACVR2B
10162-101,SP600125,93,10,ACVR2B
10167-101,SB 203580,93,10,ACVR2B
10167-999,SB 203580,93,10,ACVR2B
10168-101,VX-745,93,10,ACVR2B
10168-999,VX-745,93,10,ACVR2B
10169-101,Doramapimod,93,10,ACVR2B
10169-999,Doramapimod,93,10,ACVR2B
10171-101,TGX221,93,10,ACVR2B
10175-101,Sunitinib,93,10,ACVR2B
10175-106,Sunitinib,93,10,ACVR2B
10175-999,Sunitinib,93,10,ACVR2B
10177-101,Brivanib,93,10,ACVR2B
10177-999,Brivanib,93,10,ACVR2B
10181-101,GDC-0879,93,10,ACVR2B
10181-999,GDC-0879,93,10,ACVR2B
10182-101,Linifanib,93,10,ACVR2B
10182-999,Linifanib,93,10,ACVR2B
10183-101,BGJ398,93,10,ACVR2B
10189-101,Bosutinib,93,10,ACVR2B
10189-999,Bosutinib,93,10,ACVR2B
10192-101,KW2449,93,2,ACVR2B
10192-999,KW2449,93,2,ACVR2B
10198-101,Vandetanib,93,10,ACVR2B
10198-999,Vandetanib,93,10,ACVR2B
10206-101,RAF 265,93,10,ACVR2B
10206-999,RAF 265,93,10,ACVR2B
10209-101,BMS-536924,93,10,ACVR2B
10212-101,KIN001-021,93,10,ACVR2B
10213-101,KIN001-111,93,10,ACVR2B
10214-101,KIN001-123,93,10,ACVR2B
10220-101,PKC412,93,10,ACVR2B
10220-999,PKC412,93,10,ACVR2B
10226-101,Tofacitinib,93,10,ACVR2B
10226-108,Tofacitinib,93,10,ACVR2B
10226-999,Tofacitinib,93,10,ACVR2B
10229-101,KU63794,93,10,ACVR2B
10230-101,Lestaurtinib,93,3,ACVR2B
10230-999,Lestaurtinib,93,3,ACVR2B
10232-101,Dactolisib,93,10,ACVR2B
10233-101,Alpelisib,93,10,ACVR2B
10255-101,GSK1838705A,93,10,ACVR2B
10255-999,GSK1838705A,93,10,ACVR2B
10286-102,BS-181,93,10,ACVR2B
10287-101,Dinaciclib,93,10,ACVR2B
10341-101,HG-14-8-02,93,10,ACVR2B
10342-101,HG-14-10-04,93,10,ACVR2B
10350-101,(s)-CR8,93,10,ACVR2B
10354-101,Baricitinib,93,10,ACVR2B
10355-101,CGP74514A,93,10,ACVR2B
10363-101,JNK-IN-8,93,10,ACVR2B
10401-101,GW2580,93,10,ACVR2B
10440-101,VX-702,93,1,ACVR2B
10441-101,SB202190,93,3,ACVR2B
10443-101,Axitinib,93,3,ACVR2B
10444-101,Cediranib,93,10,ACVR2B
10445-101,Taselisib,93,10,ACVR2B
10001-101,Seliciclib,94,10,ACVRL1
10002-101,ALW-II-38-3,94,10,ACVRL1
10003-101,ALW-II-49-7,94,10,ACVRL1
10004-101,AT-7519,94,10,ACVRL1
10004-102,AT-7519,94,10,ACVRL1
10004-999,AT-7519,94,10,ACVRL1
10006-101,AZD7762,94,10,ACVRL1
10008-101,Sorafenib,94,10,ACVRL1
10008-104,Sorafenib,94,10,ACVRL1
10008-999,Sorafenib,94,10,ACVRL1
10010-101,CP724714,94,10,ACVRL1
10011-101,Alvocidib,94,3,ACVRL1
10011-999,Alvocidib,94,3,ACVRL1
10012-101,GSK429286A,94,10,ACVRL1
10013-101,GSK461364,94,10,ACVRL1
10013-999,GSK461364,94,10,ACVRL1
10014-101,GW843682X,94,10,ACVRL1
10015-101,HG-5-113-01,94,10,ACVRL1
10016-101,HG-5-88-01,94,10,ACVRL1
10017-101,HG-6-64-01,94,10,ACVRL1
10018-101,Neratinib,94,10,ACVRL1
10018-999,Neratinib,94,10,ACVRL1
10019-101,JW-7-24-1,94,10,ACVRL1
10020-101,Dasatinib,94,2,ACVRL1
10020-999,Dasatinib,94,2,ACVRL1
10021-101,Tozasertib,94,3,ACVRL1
10021-999,Tozasertib,94,3,ACVRL1
10023-103,Imatinib,94,10,ACVRL1
10023-999,Imatinib,94,10,ACVRL1
10024-101,NVP-TAE684,94,1,ACVRL1
10024-999,NVP-TAE684,94,1,ACVRL1
10025-101,CGP60474,94,10,ACVRL1
10026-101,PD173074,94,10,ACVRL1
10027-101,Crizotinib,94,10,ACVRL1
10027-999,Crizotinib,94,10,ACVRL1
10028-102,BMS345541,94,10,ACVRL1
10028-999,BMS345541,94,10,ACVRL1
10029-101,GW-5074,94,10,ACVRL1
10035-101,Sigma A6730,94,10,ACVRL1
10035-109,Sigma A6730,94,10,ACVRL1
10037-101,AC220,94,10,ACVRL1
10037-999,AC220,94,10,ACVRL1
10039-101,WH-4-025,94,10,ACVRL1
10040-101,R406,94,10,ACVRL1
10040-999,R406,94,10,ACVRL1
10041-101,BI-2536,94,10,ACVRL1
10041-999,BI-2536,94,10,ACVRL1
10042-101,Motesanib,94,10,ACVRL1
10042-999,Motesanib,94,10,ACVRL1
10043-101,KIN001-127,94,10,ACVRL1
10045-101,A443654,94,10,ACVRL1
10047-101,Pictilisib,94,10,ACVRL1
10047-999,Pictilisib,94,10,ACVRL1
10048-101,PD184352,94,10,ACVRL1
10048-999,PD184352,94,10,ACVRL1
10049-101,PLX-4720,94,10,ACVRL1
10049-999,PLX-4720,94,10,ACVRL1
10050-101,AZ-628,94,10,ACVRL1
10051-104,Lapatinib,94,10,ACVRL1
10051-999,Lapatinib,94,10,ACVRL1
10053-101,ZSTK474,94,10,ACVRL1
10055-101,BX-912,94,10,ACVRL1
10056-101,Selumetinib,94,10,ACVRL1
10056-999,Selumetinib,94,10,ACVRL1
10059-101,AZD-6482,94,10,ACVRL1
10060-101,TAK-715,94,10,ACVRL1
10061-101,NU7441,94,10,ACVRL1
10064-101,WYE-125132,94,10,ACVRL1
10065-101,KIN001-220,94,10,ACVRL1
10066-101,MLN8054,94,10,ACVRL1
10066-999,MLN8054,94,10,ACVRL1
10067-101,Barasertib,94,10,ACVRL1
10067-999,Barasertib,94,10,ACVRL1
10069-101,Enzastaurin,94,10,ACVRL1
10069-999,Enzastaurin,94,10,ACVRL1
